Record ID,Function,Family,Job Code,Job,PC,Level,Base Salary-Average,Base Salary-#Orgs,Base Salary-#Cases,Base Salary-10th,Base Salary-25th,Base Salary-Median,Base Salary-75th,Base Salary-90th,Total Guaranteed Compensation-Average,Total Guaranteed Compensation-#Orgs,Total Guaranteed Compensation-#Cases,Total Guaranteed Compensation-10th,Total Guaranteed Compensation-25th,Total Guaranteed Compensation-Median,Total Guaranteed Compensation-75th,Total Guaranteed Compensation-90th,Actual Total Compensation-Average,Actual Total Compensation-#Orgs,Actual Total Compensation-#Cases,Actual Total Compensation-10th,Actual Total Compensation-25th,Actual Total Compensation-Median,Actual Total Compensation-75th,Actual Total Compensation-90th,country
94,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,55,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
95,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,56,Manager,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
96,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,57,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
97,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,58,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
98,Actual Data,Credits,CCB.04.025,Commercial / Corporate Credit Allocation & Regional Manager,59,Director,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
99,Actual Data,Credits,CCB.04.064,Credits,46,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
100,Actual Data,Credits,CCB.04.064,Credits,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
101,Actual Data,Credits,CCB.04.999,Credit Monitoring,45,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
102,Actual Data,Credits,CCB.04.999,Credit Monitoring,46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
103,Actual Data,Credits,CCB.04.999,Credit Monitoring,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
104,Actual Data,Credits,CCB.04.999,Credit Monitoring,48,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
105,Actual Data,Credits,CCB.04.999,Credit Monitoring,49,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
106,Actual Data,Credits,CCB.04.999,Credit Monitoring,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
107,Actual Data,Credits,CCB.04.999,Credit Monitoring,51,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
108,Actual Data,Credits,CCB.04.999,Credit Monitoring,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
109,Actual Data,Credits,CCB.04.999,Credit Monitoring,53,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
110,Actual Data,Credits,CCB.04.999,Credit Monitoring,54,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
111,Actual Data,Credits,CCB.04.999,Credit Monitoring,55,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
112,Actual Data,Credits,CCB.04.999,Credit Monitoring,56,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
113,Actual Data,Credits,CCB.04.999,Credit Monitoring,57,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
114,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
115,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
116,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,48,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
117,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,49,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
118,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,50,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
119,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,51,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
120,Actual Data,Commercial & SME Customer Management,CCB.05.001,SME Banking Customer Management,52,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
121,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,46,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
122,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
123,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,48,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
124,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,49,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
125,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
126,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,51,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
127,Actual Data,Commercial & SME Customer Management,CCB.05.002,Commercial Banking Customer Management,53,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
128,Actual Data,Private Banking,CCB.05.003,Private Banking Customer Management & Branch Manager,47,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
129,Actual Data,Private Banking,CCB.05.003,Private Banking Customer Management & Branch Manager,49,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
130,Actual Data,Private Banking,CCB.05.003,Private Banking Customer Management & Branch Manager,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
131,Actual Data,Private Banking,CCB.05.003,Private Banking Customer Management & Branch Manager,51,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
132,Actual Data,Private Banking,CCB.05.003,Private Banking Customer Management & Branch Manager,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
133,Actual Data,Private Banking,CCB.05.003,Private Banking Customer Management & Branch Manager,54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
134,Actual Data,SME Banking,CCB.05.999,SME Banking Sales Activity,47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
135,Actual Data,SME Banking,CCB.05.999,SME Banking Sales Activity,49,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
136,Actual Data,SME Banking,CCB.05.999,SME Banking Sales Activity,50,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
137,Actual Data,SME Banking,CCB.05.999,SME Banking Sales Activity,54,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
138,Actual Data,Operations,CCB.06.013,Banking Operations,44,Unskilled Worker,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
139,Actual Data,Operations,CCB.06.013,Banking Operations,45,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
140,Actual Data,Operations,CCB.06.013,Banking Operations,46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
141,Actual Data,Operations,CCB.06.013,Banking Operations,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
142,Actual Data,Operations,CCB.06.013,Banking Operations,48,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
143,Actual Data,Operations,CCB.06.013,Banking Operations,49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
144,Actual Data,Operations,CCB.06.013,Banking Operations,50,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
145,Actual Data,Operations,CCB.06.013,Banking Operations,51,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
146,Actual Data,Operations,CCB.06.013,Banking Operations,52,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
147,Actual Data,Operations,CCB.06.013,Banking Operations,53,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
148,Actual Data,Operations,CCB.06.013,Banking Operations,54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
149,Actual Data,Operations,CCB.06.013,Banking Operations,55,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
150,Actual Data,Operations,CCB.06.013,Banking Operations,56,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
151,Actual Data,Operations,CCB.06.013,Banking Operations,58,Manager,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
152,Actual Data,Operations,CCB.06.013,Banking Operations,59,Director,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
153,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,45,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
154,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,46,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
155,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
156,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,48,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
157,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
158,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,50,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
159,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,51,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
160,Actual Data,Operations,CCB.06.018,Branch / Regional Operations,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
161,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,45,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
162,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,46,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
163,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,47,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
164,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,48,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
165,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
166,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,50,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
167,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,51,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
168,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
169,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,54,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
170,Actual Data,Operations,CCB.06.044,ATM - Digital Banking Operations,56,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
171,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,45,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
172,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,46,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
173,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
174,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,49,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
175,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,50,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
176,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,51,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
177,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,52,Team Leader,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
178,Actual Data,Operations,CCB.06.999,Foreign Exchange Operations,54,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
179,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,47,Team Member,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
180,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,49,Team Member,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
181,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,50,Team Member,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
182,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,51,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
183,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,52,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
184,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,54,Team Leader,48000,6,120,38400.0,43200.0,48000.0,52800.0,57600.0,54000,6,120,43200.0,48600.0,54000.0,59400.0,64800.0,60000,6,120,48000.0,54000.0,60000.0,66000.0,72000.0,Germany
185,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,55,Team Leader,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
186,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,56,Manager,57600,7,144,46080.0,51840.0,57600.0,63360.0,69120.0,64800,7,144,51840.0,58320.0,64800.0,71280.0,77760.0,72000,7,144,57600.0,64800.0,72000.0,79200.0,86400.0,Switzerland
187,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,57,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
188,Actual Data,Corporate Banking,CMB.03.024,Corporate Banking Customer Management & Branch Manager,58,Manager,40000,5,100,32000.0,36000.0,40000.0,44000.0,48000.0,45000,5,100,36000.0,40500.0,45000.0,49500.0,54000.0,50000,5,100,40000.0,45000.0,50000.0,55000.0,60000.0,Poland
